index	chrom	start	end	strand	contains_unk	Adipose|ATAC|None	Adipose|E10|None	Adipose|E11|None	Adipose|E12|None	Adipose|E13|None	Adipose|E14|None	Adipose|E15|None	Adipose|E1|None	Adipose|E2|None	Adipose|E3|None	Adipose|E4|None	Adipose|E5|None	Adipose|E6|None	Adipose|E7|None
117	chr1	178512467	178512468	.	False	4.82e-03	7.55e-02	8.10e-02	5.36e-03	1.86e-01	1.94e-01	3.87e-01	2.58e-04	2.72e-03	4.69e-03	4.12e-03	1.20e-02	1.03e-02	3.51e-02
118	chr9	106563434	106563435	.	False	3.90e-03	5.77e-02	9.33e-03	2.93e-04	8.36e-03	1.68e-01	6.74e-01	2.24e-04	1.29e-03	5.34e-04	5.16e-04	3.15e-03	2.30e-03	3.54e-03
119	chr1	212631476	212631477	.	False	1.43e-02	6.67e-02	6.28e-02	2.68e-03	8.48e-02	2.08e-01	4.90e-01	2.18e-04	1.06e-03	1.79e-03	1.57e-03	1.23e-02	5.56e-03	1.83e-02
120	chr9	106750892	106750893	.	False	1.89e-03	1.65e-01	5.76e-03	3.04e-04	6.75e-03	8.49e-02	5.85e-01	4.72e-04	2.43e-02	3.77e-03	1.01e-03	1.29e-02	2.87e-03	5.71e-03
121	chr9	18085419	18085420	.	False	1.83e-03	5.71e-02	2.53e-02	6.82e-04	5.69e-02	2.36e-01	6.22e-01	9.66e-05	8.74e-04	6.32e-04	1.06e-03	2.59e-03	1.40e-03	6.48e-03
122	chr9	107477701	107477702	.	False	1.11e-03	5.67e-02	1.86e-02	6.46e-04	5.10e-02	2.57e-01	5.60e-01	9.72e-05	5.80e-04	5.61e-04	3.58e-04	4.36e-03	3.64e-03	5.14e-03
123	chr9	107631655	107631656	.	False	2.63e-02	1.22e-01	8.08e-02	4.59e-03	9.62e-02	1.52e-01	2.87e-01	4.11e-04	3.58e-03	5.87e-03	3.61e-03	5.11e-03	5.45e-02	6.20e-02
124	chr9	124380865	124380866	.	False	5.92e-03	1.48e-01	1.54e-02	2.51e-03	3.47e-02	1.55e-01	4.66e-01	1.66e-03	1.93e-02	8.57e-03	7.23e-03	1.82e-02	6.98e-03	1.49e-02
125	chr9	119946626	119946627	.	False	1.97e-02	8.87e-02	4.39e-02	3.79e-03	5.28e-02	1.90e-01	3.56e-01	5.35e-04	3.76e-03	1.02e-02	3.26e-03	5.68e-03	2.95e-02	3.73e-02
126	chr9	101014200	101014201	.	False	3.95e-03	4.44e-02	1.09e-02	4.35e-04	8.25e-03	1.39e-01	7.82e-01	2.14e-04	1.34e-03	6.03e-04	6.18e-04	2.96e-03	1.87e-03	5.43e-03
127	chr9	125470752	125470753	.	False	9.76e-03	1.18e-01	4.40e-02	5.57e-03	9.22e-02	1.91e-01	4.35e-01	7.77e-04	9.46e-03	1.34e-02	7.39e-03	1.66e-02	9.31e-03	1.97e-02
128	chr1	213613166	213613167	.	False	4.77e-03	4.14e-02	1.62e-02	7.93e-04	3.02e-02	2.06e-01	5.92e-01	1.96e-04	1.03e-03	1.10e-03	8.74e-04	2.58e-03	3.02e-03	4.82e-03
129	chr1	210883812	210883813	.	False	1.24e-02	7.26e-02	3.55e-02	8.49e-04	4.02e-02	2.78e-01	5.29e-01	1.57e-04	6.40e-04	5.09e-04	5.57e-04	3.25e-03	1.02e-02	1.60e-02
130	chr9	134277981	134277982	.	False	5.45e-02	3.28e-02	3.13e-01	4.08e-02	1.80e-01	4.21e-02	1.84e-01	3.13e-04	1.80e-03	1.64e-02	1.62e-02	6.29e-03	2.56e-02	1.16e-01
131	chr9	122191345	122191346	.	False	1.04e-01	3.67e-02	2.03e-01	7.49e-02	3.16e-01	7.82e-02	1.29e-01	4.62e-04	1.95e-03	1.89e-02	2.27e-02	8.53e-03	1.93e-02	1.15e-01
132	chr9	80464335	80464336	.	False	7.72e-04	2.52e-02	2.11e-03	2.64e-04	4.27e-03	1.47e-01	7.91e-01	3.09e-04	9.61e-04	2.97e-04	4.15e-04	2.96e-03	3.67e-04	7.70e-04
133	chr1	213485834	213485835	.	False	1.36e-02	6.00e-02	5.55e-02	1.22e-03	3.68e-02	1.89e-01	6.27e-01	2.58e-04	8.98e-04	1.04e-03	1.20e-03	7.31e-03	5.35e-03	1.87e-02
134	chr1	212604059	212604060	.	False	5.56e-04	2.88e-02	4.55e-03	2.54e-04	1.71e-02	2.20e-01	7.09e-01	1.14e-04	7.07e-04	2.62e-04	3.27e-04	3.09e-03	4.33e-04	1.05e-03
135	chr9	22731539	22731540	.	False	1.27e-03	4.85e-02	4.12e-03	3.15e-04	9.60e-03	1.92e-01	6.53e-01	5.73e-04	2.53e-03	5.19e-04	5.11e-04	8.84e-03	9.29e-04	1.39e-03
136	chr1	180583571	180583572	.	False	5.25e-02	8.05e-02	6.69e-02	1.21e-03	1.77e-02	1.50e-01	5.44e-01	4.08e-04	2.09e-03	4.92e-03	2.12e-03	8.76e-03	1.37e-02	3.94e-02
137	chr9	63892621	63892622	.	False	1.37e-02	9.55e-02	4.96e-02	1.24e-03	3.34e-02	1.86e-01	4.89e-01	3.21e-04	2.11e-03	2.11e-03	1.63e-03	6.71e-03	1.21e-02	2.74e-02
138	chr1	172175963	172175964	.	False	1.12e-03	4.29e-02	4.71e-03	1.95e-04	4.11e-03	1.10e-01	8.07e-01	2.16e-04	1.17e-03	4.82e-04	3.72e-04	4.48e-03	5.46e-04	2.57e-03
139	chr9	116422719	116422720	.	False	2.29e-02	1.05e-01	5.87e-02	1.52e-03	1.99e-02	1.34e-01	4.95e-01	5.47e-04	5.01e-03	1.28e-02	5.56e-03	1.59e-02	1.86e-02	3.91e-02
140	chr9	18536908	18536909	.	False	4.40e-03	8.74e-02	8.90e-03	3.97e-04	4.92e-03	9.47e-02	6.82e-01	4.87e-04	4.57e-03	2.86e-03	9.01e-04	6.48e-03	3.62e-03	6.07e-03
141	chr9	12689908	12689909	.	False	5.07e-02	1.19e-01	2.83e-02	1.41e-03	6.62e-03	7.68e-02	3.89e-01	2.02e-03	1.25e-02	2.01e-02	4.91e-03	1.43e-02	2.32e-02	3.55e-02
142	chr9	17013462	17013463	.	False	3.73e-03	6.40e-02	2.64e-02	1.80e-03	9.88e-02	3.13e-01	5.21e-01	1.71e-04	7.60e-04	8.45e-04	8.89e-04	3.45e-03	4.09e-03	9.54e-03
143	chr9	119017661	119017662	.	False	1.62e-03	2.51e-02	3.62e-03	2.72e-04	5.37e-03	1.95e-01	7.70e-01	1.19e-04	4.75e-04	2.31e-04	3.48e-04	2.23e-03	4.62e-04	9.71e-04
144	chr1	182339810	182339811	.	False	1.73e-02	8.47e-02	1.20e-01	8.50e-03	1.97e-01	1.80e-01	2.89e-01	6.02e-04	2.68e-03	7.88e-03	5.38e-03	1.13e-02	1.59e-02	3.43e-02
145	chr9	61727180	61727181	.	False	8.24e-03	6.20e-02	7.21e-03	5.04e-04	4.65e-03	1.36e-01	7.09e-01	5.22e-04	3.23e-03	1.68e-03	8.64e-04	4.29e-03	2.46e-03	4.30e-03
146	chr1	177769195	177769196	.	False	7.06e-03	4.38e-02	2.41e-02	8.87e-04	4.29e-02	2.57e-01	6.33e-01	1.76e-04	5.97e-04	5.09e-04	6.89e-04	3.37e-03	1.45e-03	4.97e-03
147	chr9	1700181	1700182	.	False	4.22e-03	6.41e-02	1.35e-02	1.01e-03	1.33e-02	2.22e-01	6.44e-01	1.45e-03	4.90e-03	4.99e-03	1.46e-03	1.21e-02	2.58e-03	5.21e-03
148	chr9	68686617	68686618	.	False	5.04e-03	7.54e-02	3.81e-02	9.98e-04	6.29e-02	3.19e-01	4.98e-01	9.90e-05	5.13e-04	5.04e-04	6.60e-04	4.31e-03	8.92e-03	1.56e-02
149	chr9	16000317	16000318	.	False	6.06e-03	9.24e-02	1.08e-02	4.93e-04	1.08e-02	1.61e-01	5.87e-01	6.00e-04	4.37e-03	3.52e-03	9.13e-04	7.37e-03	5.95e-03	6.76e-03
150	chr9	2533313	2533314	.	False	4.30e-03	5.63e-02	2.05e-02	3.45e-04	2.04e-02	2.17e-01	5.97e-01	1.44e-04	5.15e-04	4.85e-04	5.21e-04	6.01e-03	2.49e-03	6.99e-03
151	chr1	213159446	213159447	.	False	4.63e-03	1.18e-01	7.48e-03	4.03e-04	4.55e-03	6.61e-02	6.99e-01	7.00e-04	7.83e-03	2.88e-03	1.35e-03	1.04e-02	2.90e-03	6.18e-03
152	chr1	215406532	215406533	.	False	2.80e-03	4.87e-02	5.11e-03	2.77e-04	5.67e-03	1.22e-01	7.37e-01	5.64e-04	2.24e-03	9.99e-04	4.20e-04	4.32e-03	1.39e-03	2.50e-03
153	chr9	129635165	129635166	.	False	2.97e-02	5.15e-02	1.82e-01	2.50e-02	1.99e-01	7.49e-02	2.92e-01	2.60e-04	1.67e-03	1.09e-02	1.37e-02	6.26e-03	1.61e-02	7.33e-02
154	chr9	77345764	77345765	.	False	1.62e-03	4.00e-02	4.27e-03	2.09e-04	3.79e-03	1.38e-01	7.64e-01	2.75e-04	1.23e-03	4.81e-04	4.09e-04	5.37e-03	7.62e-04	1.63e-03
155	chr1	212685738	212685739	.	False	4.48e-02	1.06e-01	5.76e-02	1.60e-02	1.74e-01	2.06e-01	1.89e-01	1.17e-03	3.74e-03	1.27e-02	6.03e-03	5.95e-03	4.65e-02	5.64e-02
156	chr9	78377288	78377289	.	False	7.81e-04	5.22e-02	1.99e-02	5.53e-04	8.58e-02	3.09e-01	5.28e-01	1.02e-04	4.44e-04	3.07e-04	6.21e-04	4.50e-03	1.35e-03	3.55e-03
157	chr9	109201907	109201908	.	False	8.41e-03	3.96e-02	2.74e-02	9.94e-04	2.48e-02	1.46e-01	5.90e-01	5.53e-04	1.99e-03	4.96e-03	1.98e-03	1.56e-02	2.46e-03	8.28e-03
158	chr1	206900292	206900293	.	False	5.91e-02	8.54e-02	9.70e-02	1.14e-02	1.33e-01	1.28e-01	2.05e-01	7.09e-04	2.66e-03	1.35e-02	5.77e-03	6.32e-03	3.88e-02	6.85e-02
159	chr1	104360118	104360119	.	False	1.46e-02	5.53e-02	4.12e-02	1.05e-03	3.16e-02	1.55e-01	5.93e-01	6.72e-04	2.08e-03	3.97e-03	1.86e-03	1.45e-02	6.44e-03	1.37e-02
160	chr1	208837007	208837008	.	False	6.31e-03	6.74e-02	3.03e-02	1.25e-03	5.28e-02	2.55e-01	4.84e-01	1.47e-04	1.11e-03	1.68e-03	1.04e-03	4.02e-03	7.06e-03	1.42e-02
161	chr9	122913914	122913915	.	False	2.13e-01	1.94e-02	1.18e-02	2.15e-02	1.25e-02	2.31e-02	6.51e-02	6.33e-02	4.95e-02	4.67e-01	1.77e-01	1.14e-01	7.64e-03	1.24e-02
162	chr9	20612129	20612130	.	False	4.87e-02	1.34e-01	2.57e-02	5.89e-04	4.69e-03	8.23e-02	5.21e-01	2.75e-03	1.61e-02	8.17e-03	4.80e-03	9.81e-03	1.36e-02	2.82e-02
163	chr9	112957332	112957333	.	False	1.63e-03	4.54e-02	1.32e-02	5.09e-04	3.35e-02	3.05e-01	5.66e-01	1.72e-04	7.93e-04	5.26e-04	3.37e-04	3.07e-03	2.31e-03	3.68e-03
164	chr9	69679338	69679339	.	False	8.84e-03	1.21e-01	1.41e-02	8.23e-04	6.72e-03	7.65e-02	5.23e-01	2.14e-03	2.66e-02	1.42e-02	4.62e-03	1.38e-02	7.23e-03	1.29e-02
165	chr9	108435320	108435321	.	False	2.56e-03	9.23e-02	1.03e-02	1.73e-03	2.61e-02	2.07e-01	5.16e-01	7.58e-04	1.09e-02	5.48e-03	1.83e-03	1.12e-02	3.17e-03	5.06e-03
166	chr9	122058038	122058039	.	False	8.94e-02	9.52e-02	1.10e-01	8.21e-03	9.78e-02	1.70e-01	3.46e-01	4.75e-04	2.19e-03	1.37e-02	6.95e-03	7.84e-03	3.64e-02	8.69e-02
167	chr9	70900111	70900112	.	False	8.50e-04	1.93e-02	1.96e-03	2.72e-04	7.29e-03	2.58e-01	7.13e-01	2.50e-04	5.71e-04	2.56e-04	3.69e-04	2.82e-03	3.30e-04	6.82e-04
168	chr9	7208172	7208173	.	False	3.10e-03	2.24e-02	1.19e-02	6.40e-04	9.47e-03	1.63e-01	7.62e-01	2.23e-04	7.27e-04	5.12e-04	4.03e-04	8.05e-03	1.13e-03	3.24e-03
169	chr9	109095882	109095883	.	False	1.35e-02	1.06e-01	3.57e-02	7.55e-04	1.64e-02	9.83e-02	5.90e-01	6.59e-04	4.63e-03	8.76e-03	3.60e-03	2.19e-02	7.00e-03	2.18e-02
170	chr9	36079975	36079976	.	False	7.44e-04	1.72e-02	2.23e-03	1.96e-04	3.39e-03	1.91e-01	7.85e-01	3.18e-04	6.29e-04	2.48e-04	2.23e-04	4.16e-03	3.29e-04	5.45e-04
171	chr1	186071606	186071607	.	False	8.21e-03	7.44e-02	8.91e-03	3.70e-04	1.73e-03	6.73e-02	7.24e-01	7.54e-04	4.25e-03	1.92e-03	9.31e-04	5.87e-03	3.31e-03	5.97e-03
172	chr9	11149652	11149653	.	False	2.49e-03	5.61e-02	8.09e-03	9.80e-04	1.23e-02	1.93e-01	6.48e-01	5.13e-04	2.97e-03	2.59e-03	1.61e-03	7.27e-03	1.40e-03	3.25e-03
173	chr9	43137989	43137990	.	False	6.84e-03	7.91e-02	2.14e-02	5.79e-04	1.79e-02	2.09e-01	5.84e-01	3.31e-04	1.72e-03	2.13e-03	1.14e-03	9.57e-03	6.59e-03	1.52e-02
174	chr9	68953140	68953141	.	False	1.06e-03	3.54e-02	2.76e-03	4.87e-04	9.99e-03	2.88e-01	5.96e-01	6.97e-04	6.02e-04	3.58e-04	3.21e-04	4.12e-03	9.48e-04	9.42e-04
175	chr9	103341285	103341286	.	False	4.15e-03	6.74e-02	1.17e-02	5.15e-04	1.00e-02	1.47e-01	7.11e-01	3.81e-04	3.50e-03	3.00e-03	1.16e-03	6.42e-03	2.37e-03	6.29e-03
176	chr9	12265045	12265046	.	False	3.43e-03	9.90e-02	5.41e-03	1.40e-03	1.15e-02	1.19e-01	6.46e-01	1.80e-03	1.47e-02	6.26e-03	3.67e-03	1.55e-02	1.97e-03	5.59e-03
177	chr1	176677861	176677862	.	False	3.28e-03	4.15e-02	1.91e-02	3.29e-04	1.33e-02	1.55e-01	7.21e-01	3.20e-04	9.37e-04	5.51e-04	7.95e-04	8.13e-03	1.72e-03	6.19e-03
178	chr1	186286687	186286688	.	False	1.46e-02	6.56e-02	2.82e-02	9.40e-03	6.28e-02	1.83e-01	2.65e-01	2.88e-03	1.47e-02	6.19e-02	1.49e-02	2.79e-02	1.39e-02	1.88e-02
179	chr9	77675829	77675830	.	False	3.56e-03	3.65e-02	1.46e-02	5.15e-04	2.33e-02	2.07e-01	6.71e-01	1.13e-04	4.38e-04	3.34e-04	3.47e-04	2.15e-03	1.78e-03	3.90e-03
180	chr9	123307165	123307166	.	False	1.80e-02	6.49e-02	5.73e-02	7.13e-03	8.76e-02	1.86e-01	4.35e-01	8.92e-04	2.57e-03	6.05e-03	4.31e-03	1.40e-02	6.35e-03	2.28e-02
181	chr9	12375878	12375879	.	False	3.79e-04	1.07e-02	9.01e-04	1.21e-04	2.39e-03	1.52e-01	8.48e-01	3.57e-04	7.35e-04	8.50e-05	2.14e-04	2.60e-03	1.25e-04	2.06e-04
182	chr9	115613228	115613229	.	False	7.98e-03	6.50e-02	8.23e-03	7.95e-04	8.09e-03	1.48e-01	6.79e-01	9.02e-04	5.83e-03	4.31e-03	1.44e-03	4.45e-03	3.54e-03	6.01e-03
183	chr9	3348030	3348031	.	False	1.22e-03	4.06e-02	4.74e-03	2.09e-04	4.81e-03	1.35e-01	7.71e-01	1.70e-04	9.05e-04	2.74e-04	2.15e-04	4.30e-03	9.41e-04	1.45e-03
184	chr9	100930294	100930295	.	False	7.75e-02	6.62e-02	5.48e-02	1.59e-03	1.70e-02	1.48e-01	5.61e-01	5.80e-04	2.23e-03	4.22e-03	3.24e-03	5.67e-03	1.17e-02	3.39e-02
185	chr1	184663297	184663298	.	False	1.86e-03	4.44e-02	1.07e-02	8.98e-04	4.21e-02	2.77e-01	6.30e-01	1.86e-04	1.04e-03	5.58e-04	1.13e-03	3.72e-03	1.38e-03	3.35e-03
186	chr9	112659186	112659187	.	False	2.74e-02	5.42e-02	4.80e-02	4.08e-03	1.03e-01	2.25e-01	5.86e-01	5.82e-04	2.15e-03	3.92e-03	9.54e-03	1.77e-02	2.42e-03	1.24e-02
187	chr1	180373875	180373876	.	False	2.45e-04	1.61e-02	8.30e-04	1.30e-04	1.80e-03	1.29e-01	8.45e-01	2.48e-04	6.60e-04	6.53e-05	1.60e-04	2.21e-03	2.04e-04	2.47e-04
188	chr1	181500008	181500009	.	False	5.79e-03	3.39e-02	4.39e-02	1.03e-03	5.88e-02	2.45e-01	6.12e-01	3.59e-04	7.54e-04	8.79e-04	9.74e-04	1.23e-02	2.04e-03	8.48e-03
189	chr9	133789170	133789171	.	False	4.34e-01	1.81e-02	7.93e-02	9.00e-02	6.02e-02	7.52e-03	3.25e-02	3.63e-03	5.16e-03	2.87e-01	4.80e-02	6.37e-03	1.23e-01	1.59e-01
190	chr13	18489188	18489189	.	False	1.21e-03	5.38e-02	8.55e-03	4.18e-04	1.51e-02	1.88e-01	6.34e-01	1.22e-04	7.00e-04	3.74e-04	2.59e-04	1.85e-03	2.41e-03	4.05e-03
191	chr9	134328233	134328234	.	False	1.50e-01	3.36e-02	1.25e-01	8.24e-02	1.47e-01	3.06e-02	7.65e-02	1.18e-03	4.20e-03	8.34e-02	3.07e-02	6.48e-03	5.77e-02	1.12e-01
192	chr9	127828537	127828538	.	False	8.75e-01	6.45e-03	1.63e-02	1.20e-01	2.02e-02	4.70e-03	1.13e-02	1.55e-01	7.52e-03	3.34e-01	1.45e-01	8.06e-03	1.95e-02	2.85e-02
193	chr9	8715541	8715542	.	False	5.08e-03	1.81e-01	1.51e-02	6.53e-04	9.76e-03	9.93e-02	5.48e-01	7.33e-04	1.65e-02	5.28e-03	2.43e-03	1.78e-02	3.15e-03	1.15e-02
194	chr9	7143560	7143561	.	False	3.48e-03	6.40e-02	1.04e-02	6.46e-04	1.56e-02	1.70e-01	6.67e-01	3.42e-04	3.15e-03	1.72e-03	1.02e-03	4.85e-03	2.52e-03	4.96e-03
195	chr9	112680097	112680098	.	False	1.49e-02	9.49e-02	1.00e-01	5.36e-03	1.38e-01	1.92e-01	3.86e-01	2.65e-04	2.04e-03	4.68e-03	5.02e-03	1.41e-02	8.22e-03	2.84e-02
196	chr1	209773017	209773018	.	False	5.35e-03	7.53e-02	2.83e-02	2.59e-03	5.19e-02	1.78e-01	4.18e-01	4.61e-04	4.34e-03	7.78e-03	2.65e-03	9.70e-03	7.92e-03	1.41e-02
197	chr9	24069237	24069238	.	False	2.57e-03	4.06e-02	1.47e-02	7.36e-04	3.07e-02	2.72e-01	6.19e-01	3.88e-04	1.47e-03	1.09e-03	1.29e-03	8.70e-03	1.60e-03	3.58e-03
198	chr9	2673732	2673733	.	False	4.35e-03	1.25e-01	1.41e-02	6.12e-04	1.05e-02	1.77e-01	5.37e-01	3.13e-04	2.10e-03	9.38e-04	8.21e-04	3.96e-03	7.37e-03	9.49e-03
199	chr9	118527354	118527355	.	False	6.56e-04	8.40e-03	1.43e-03	1.11e-04	2.66e-03	1.12e-01	8.54e-01	1.33e-04	2.68e-04	1.55e-04	1.29e-04	9.44e-04	2.53e-04	2.89e-04
200	chr9	98978562	98978563	.	False	2.96e-01	7.13e-02	3.94e-02	2.68e-02	7.19e-02	8.73e-02	7.58e-02	3.29e-02	3.26e-02	1.31e-01	4.76e-02	2.25e-02	6.74e-02	5.62e-02
201	chr9	8690544	8690545	.	False	1.74e-03	7.24e-02	5.66e-03	2.57e-04	5.12e-03	1.21e-01	7.85e-01	4.27e-04	2.86e-03	5.15e-04	7.32e-04	7.22e-03	9.58e-04	2.37e-03
202	chr9	114153396	114153397	.	False	7.56e-03	1.17e-01	4.43e-02	1.91e-02	1.79e-01	1.25e-01	3.81e-01	6.03e-04	7.90e-03	1.71e-02	1.46e-02	1.97e-02	8.21e-03	3.10e-02
203	chr9	2099949	2099950	.	False	1.28e-02	8.71e-02	4.60e-02	4.94e-03	1.27e-01	2.22e-01	3.57e-01	4.24e-04	3.12e-03	5.49e-03	2.86e-03	6.41e-03	1.42e-02	2.82e-02
204	chr9	116974857	116974858	.	False	1.54e-03	5.99e-02	1.72e-02	3.81e-04	2.79e-02	1.86e-01	6.59e-01	1.05e-04	9.33e-04	8.38e-04	7.71e-04	7.06e-03	2.26e-03	5.91e-03
205	chr9	77220428	77220429	.	False	6.97e-04	2.58e-02	1.46e-03	2.35e-04	3.06e-03	8.63e-02	8.41e-01	5.03e-04	2.55e-03	6.18e-04	5.63e-04	5.19e-03	2.62e-04	5.35e-04
206	chr9	26624947	26624948	.	False	8.83e-02	1.21e-01	6.36e-02	2.17e-03	1.95e-02	1.49e-01	3.17e-01	5.22e-03	1.61e-02	2.64e-02	9.96e-03	1.24e-02	4.11e-02	4.46e-02
207	chr1	174273097	174273098	.	False	9.36e-04	1.36e-01	1.94e-03	1.46e-04	1.79e-03	5.38e-02	7.90e-01	5.91e-04	1.68e-02	1.24e-03	7.09e-04	1.30e-02	6.15e-04	2.22e-03
208	chr1	211676890	211676891	.	False	4.65e-03	1.17e-01	1.83e-02	1.84e-03	2.49e-02	1.69e-01	4.34e-01	1.10e-03	9.18e-03	4.55e-03	2.17e-03	1.68e-02	6.16e-03	9.90e-03
209	chr9	101061201	101061202	.	False	1.18e-03	2.66e-02	3.71e-03	2.68e-04	5.81e-03	1.35e-01	7.99e-01	3.44e-04	1.36e-03	5.32e-04	4.23e-04	5.66e-03	6.71e-04	1.08e-03
210	chr9	98931064	98931065	.	False	1.64e-01	8.83e-02	6.22e-02	1.21e-02	6.33e-02	8.57e-02	1.51e-01	1.03e-02	2.85e-02	1.37e-01	5.32e-02	3.86e-02	3.31e-02	6.66e-02
211	chr9	19463273	19463274	.	False	7.61e-02	8.63e-02	6.88e-02	4.42e-02	1.90e-01	1.30e-01	1.32e-01	1.66e-03	8.48e-03	5.87e-02	4.05e-02	2.10e-02	3.76e-02	5.90e-02
212	chr9	18456377	18456378	.	False	1.26e-02	5.36e-02	3.79e-02	4.72e-04	1.26e-02	1.73e-01	6.76e-01	2.36e-04	1.07e-03	1.28e-03	8.24e-04	6.42e-03	5.24e-03	1.54e-02
213	chr1	172773579	172773580	.	False	7.98e-04	4.38e-02	5.54e-03	1.31e-04	4.17e-03	1.34e-01	7.66e-01	2.47e-04	1.79e-03	5.83e-04	4.54e-04	6.01e-03	5.13e-04	1.55e-03
214	chr9	108960522	108960523	.	False	4.81e-03	6.84e-02	1.39e-02	4.68e-04	1.10e-02	1.50e-01	6.45e-01	5.34e-04	4.44e-03	2.89e-03	1.23e-03	7.97e-03	2.74e-03	6.20e-03
215	chr1	206445927	206445928	.	False	2.06e-02	9.65e-02	7.13e-02	9.67e-03	1.49e-01	1.18e-01	2.79e-01	3.99e-04	4.14e-03	1.46e-02	7.72e-03	7.54e-03	2.80e-02	5.48e-02
216	chr9	15173870	15173871	.	False	2.93e-03	3.43e-02	1.26e-02	2.43e-04	9.62e-03	1.58e-01	7.39e-01	1.25e-04	6.71e-04	5.63e-04	4.25e-04	2.25e-03	1.90e-03	5.78e-03
217	chr9	107110133	107110134	.	False	6.44e-03	9.74e-02	4.87e-02	2.07e-03	8.37e-02	2.74e-01	4.92e-01	2.97e-04	1.95e-03	2.51e-03	2.26e-03	1.04e-02	5.55e-03	1.50e-02
218	chr9	129110210	129110211	.	False	4.02e-01	9.50e-04	4.79e-03	1.64e-01	1.00e-02	1.28e-03	4.25e-03	3.16e-02	8.81e-03	7.08e-01	7.12e-02	1.23e-02	1.15e-03	2.05e-03
219	chr9	71848252	71848253	.	False	3.75e-03	4.25e-02	1.61e-02	9.98e-04	2.24e-02	1.90e-01	6.33e-01	2.16e-04	8.65e-04	8.24e-04	8.14e-04	5.36e-03	1.99e-03	5.40e-03
220	chr9	16691368	16691369	.	False	3.10e-03	4.20e-02	9.18e-03	3.36e-04	1.54e-02	1.85e-01	6.57e-01	3.92e-04	1.81e-03	1.22e-03	1.03e-03	1.34e-02	1.57e-03	2.93e-03
221	chr9	7776803	7776804	.	False	4.17e-03	9.34e-02	1.74e-02	8.01e-04	2.35e-02	1.78e-01	5.81e-01	4.21e-04	2.74e-03	1.42e-03	1.65e-03	7.48e-03	3.56e-03	9.35e-03
222	chr9	119693755	119693756	.	False	2.40e-03	6.85e-02	6.93e-03	5.10e-04	9.16e-03	1.53e-01	6.73e-01	4.99e-04	3.11e-03	1.52e-03	7.94e-04	5.29e-03	2.07e-03	3.37e-03
223	chr1	203033357	203033358	.	False	3.41e-02	1.19e-01	4.14e-02	4.19e-03	5.34e-02	6.56e-02	2.79e-01	5.40e-04	1.14e-02	4.42e-02	5.66e-03	1.70e-02	4.62e-02	7.07e-02
224	chr1	206969916	206969917	.	False	9.58e-03	7.57e-02	6.22e-02	8.75e-03	1.68e-01	1.74e-01	3.79e-01	2.85e-04	2.12e-03	4.53e-03	2.81e-03	5.75e-03	1.32e-02	2.69e-02
225	chr1	186495935	186495936	.	False	9.33e-04	5.22e-02	4.47e-03	2.12e-04	6.42e-03	1.47e-01	7.13e-01	3.31e-04	1.81e-03	4.99e-04	3.75e-04	3.71e-03	8.43e-04	1.89e-03
226	chr9	19725822	19725823	.	False	5.62e-02	8.53e-02	3.37e-02	1.22e-03	9.00e-03	1.06e-01	5.05e-01	1.65e-03	8.92e-03	1.14e-02	5.11e-03	2.17e-02	1.25e-02	2.61e-02
227	chr9	22174054	22174055	.	False	6.84e-03	7.96e-02	2.40e-02	4.59e-04	1.58e-02	2.14e-01	5.83e-01	2.96e-04	1.27e-03	1.11e-03	9.15e-04	9.42e-03	4.55e-03	1.15e-02
228	chr9	1823164	1823165	.	False	4.11e-04	4.54e-03	1.62e-03	8.43e-05	3.36e-03	1.75e-01	7.89e-01	1.40e-04	1.13e-04	1.40e-04	1.73e-04	4.18e-03	2.09e-04	3.30e-04
229	chr9	2980038	2980039	.	False	1.14e-01	1.25e-01	6.21e-02	4.15e-03	2.40e-02	8.70e-02	3.93e-01	2.44e-03	1.05e-02	2.94e-02	8.35e-03	1.52e-02	2.67e-02	5.74e-02
230	chr1	171260593	171260594	.	False	1.91e-03	4.76e-02	1.30e-02	1.43e-03	5.27e-02	2.51e-01	5.30e-01	4.98e-04	1.50e-03	2.02e-03	1.53e-03	1.48e-02	1.79e-03	3.16e-03
231	chr9	14060670	14060671	.	False	9.09e-03	5.28e-02	2.00e-02	8.40e-04	1.91e-02	1.93e-01	6.59e-01	2.78e-04	1.72e-03	1.27e-03	1.14e-03	4.02e-03	2.96e-03	8.10e-03
232	chr9	75642937	75642938	.	False	1.60e-03	2.54e-02	3.94e-03	2.83e-04	2.03e-03	1.09e-01	8.09e-01	2.88e-04	1.24e-03	4.92e-04	4.44e-04	4.28e-03	6.59e-04	1.24e-03
233	chr1	183784444	183784445	.	False	4.63e-01	9.11e-02	1.32e-01	4.88e-03	2.67e-02	8.79e-02	2.07e-01	1.44e-03	3.01e-03	2.83e-02	6.07e-03	8.53e-03	8.61e-02	1.61e-01
234	chr9	124860669	124860670	.	False	2.64e-02	1.15e-01	7.82e-02	9.89e-03	1.42e-01	1.37e-01	2.66e-01	6.14e-04	6.21e-03	1.95e-02	8.33e-03	1.16e-02	3.10e-02	6.19e-02
235	chr9	107599352	107599353	.	False	1.47e-03	5.48e-02	1.77e-02	4.89e-04	3.41e-02	2.85e-01	5.95e-01	2.60e-04	9.30e-04	8.77e-04	8.31e-04	1.21e-02	2.36e-03	5.11e-03
